"project_id","ENSG00000107625","ENSG00000141644","ENSG00000160058","ENSG00000111361","ENSG00000136682","ENSG00000110696","ENSG00000198060","ENSG00000160785","ENSG00000186001","ENSG00000125779","ENSG00000166170","ENSG00000163374","ENSG00000169180","ENSG00000035928","ENSG00000143971","ENSG00000120709","ENSG00000101654","ENSG00000100461","ENSG00000187866","ENSG00000137764","ENSG00000166716","ENSG00000105879","ENSG00000144848","ENSG00000114416","ENSG00000091542"
"TCGA-LUAD",628,2326,3017,1230,209,3140,927,1645,413,616,748,1345,2956,1347,371,1084,1407,1451,465,249,1254,578,801,1648,2741
"TCGA-LUAD",1073,2333,3429,1751,450,3464,1200,1891,1454,828,1639,1595,7461,1974,573,905,1510,2634,621,420,1614,894,1571,3372,2805
"TCGA-LUAD",1449,2306,3351,1967,301,3617,2639,1940,1377,695,2146,2597,5397,1991,474,967,1329,2725,645,480,1686,1037,2921,3717,2786
"TCGA-LUAD",904,2250,3083,1304,250,3196,898,1157,1262,790,1363,1276,3159,1319,474,958,1131,2663,724,597,1794,674,1113,3390,2819
"TCGA-LUAD",853,1671,3712,1136,418,3948,841,2745,636,1134,1083,1694,4343,615,514,580,1272,2367,493,344,1611,737,1038,1790,2395
"TCGA-LUAD",1731,1763,4550,1657,403,4923,1976,2535,1067,586,1895,2700,3304,1545,625,683,1258,2211,692,499,1976,950,1158,2491,3585
"TCGA-LUAD",1096,2022,3930,1322,295,4289,1303,1400,1380,721,1662,1327,4053,1787,613,1247,1641,2295,908,717,2446,877,1525,2796,2905
"TCGA-LUAD",1370,3106,3776,2110,400,5230,1374,1716,1396,1200,2313,1766,3985,2538,683,1599,1836,3450,1027,734,2664,1207,1896,3452,4843
"TCGA-LUAD",1250,3413,4851,1586,436,5825,1539,3157,1941,1171,2711,2438,5593,2399,879,1465,2130,2542,830,565,2037,1116,1853,4477,4475
"TCGA-LUAD",1484,2462,3073,2047,430,5375,2273,2204,1341,961,2713,2077,5694,2249,671,1175,1566,3046,1148,474,1875,1264,1604,3081,2629
"TCGA-LUAD",1514,1404,2788,3344,375,6430,1904,1864,745,973,1697,1372,3144,2911,1054,395,699,3207,805,1200,1492,905,2144,3406,4531
"TCGA-LUAD",1327,2951,4961,3528,458,5359,1837,1497,1929,587,1662,1517,12368,4593,575,2120,1715,2820,508,341,1889,1877,1686,7369,3402
"TCGA-LUAD",1369,3428,4927,2741,518,7015,2653,2345,1666,694,1951,2346,4197,1693,938,1086,2622,3146,825,473,2724,1907,1135,4796,2947
"TCGA-LUAD",1661,3114,8513,3487,624,5403,2924,2526,1960,1321,3826,2307,7921,4207,2310,1504,2299,5316,785,924,3244,963,1822,5694,3994
"TCGA-OV",2824,2243,5523,2456,1126,7718,3235,2217,2334,1973,5177,2843,9922,3421,1499,3741,4287,6781,1265,1174,5011,2047,4640,10564,7840
"TCGA-OV",4209,1487,4496,5138,494,9567,3756,3536,1807,1419,5757,3717,8642,3056,1377,3715,7506,6815,901,784,3058,3498,3706,5695,6240
"TCGA-OV",1529,3076,9354,3885,937,6985,2006,2786,3237,1874,2566,4161,7438,1901,517,2989,4349,4497,439,1057,4637,1872,4038,7911,5183
"TCGA-OV",1381,4812,6536,4802,1037,7844,2994,4047,3282,3331,4711,4049,8298,3013,932,2891,5576,5663,1297,1479,6502,2194,4045,8884,6244
"TCGA-OV",2474,3243,6813,2145,1345,5652,4573,5115,3127,2018,5165,4445,4808,2247,1139,7464,1715,5130,1279,955,4714,3783,4221,9236,5834
"TCGA-OV",2671,3986,6246,3160,501,8358,3498,2131,1296,1229,3802,3260,8248,2787,638,2932,2277,3909,870,1527,4030,2464,3891,8520,4576
"TCGA-OV",3633,4316,7626,5963,1095,16500,6615,5198,3860,2534,7748,4840,15001,3289,1830,5946,3758,10098,3194,2058,8721,2439,5084,14745,7588
"TCGA-OV",1837,3186,3489,3324,669,10706,3091,3023,2513,990,4298,4485,4357,1964,680,3699,4698,5551,1264,1446,4543,2891,3133,9328,3846
"TCGA-OV",2836,2873,3143,7404,1186,13310,4866,2372,2517,4220,5301,3324,4409,2789,863,5491,3279,6498,1083,1377,6868,1716,4587,9485,4396
"TCGA-BRCA",1656,2336,4808,1932,477,5389,1960,1662,1142,1026,2111,2342,3237,1976,766,1469,1905,2698,881,896,1970,1383,1321,3767,3557
"TCGA-BRCA",1275,1928,3088,1610,297,4029,1423,1623,844,748,1355,1754,2554,1352,477,706,1081,2630,690,525,1326,823,1332,2613,3416
"TCGA-COAD",1005,2120,2974,2025,321,3323,1443,1063,926,824,1757,963,5196,1750,395,1216,1356,2040,620,514,1674,855,2062,3252,3357
"TCGA-OV",2930,5739,11758,6207,4988,10034,4582,3940,6591,2454,4522,4654,8922,10108,3035,5241,14710,5723,1594,1562,7255,3958,3971,18008,9336
"TCGA-OV",1809,2118,4325,1881,325,7718,1923,1133,2138,726,1741,1955,2670,1862,749,1768,1928,3634,2028,1415,2700,1383,1765,4195,3058
"TCGA-OV",1919,2537,10293,2398,1322,6769,5212,5712,6705,1839,4193,7293,10822,4381,1333,3170,5577,7280,3035,1152,3346,3773,3554,18241,10972
"TCGA-OV",1572,1821,4145,2221,259,5106,2541,1376,920,730,2811,1715,3852,1541,589,2703,1976,3644,879,1135,1572,1649,2593,3481,2241
"TCGA-OV",2375,5642,11273,4814,1395,13518,3536,3542,2213,2434,6694,4653,10118,3482,1877,4570,6213,2908,2652,1794,3840,4377,4048,8760,9642
"TCGA-OV",2550,2501,6486,3632,785,6937,4140,2095,3596,1523,3945,3661,4727,2002,1047,4043,3599,3242,1110,1330,5156,2712,3324,8710,3963
"TCGA-OV",2653,3128,4780,6621,1359,8006,2873,4087,1737,1356,6052,4723,9695,3559,1308,4715,4800,6944,2357,943,3723,3398,4903,6980,5646
"TCGA-OV",1436,2507,4592,3563,661,13410,3935,1704,535,1335,2172,1893,5184,2039,503,3175,1313,7029,1040,488,1811,1597,2581,6222,2532
"TCGA-OV",2575,3734,5782,4003,582,8619,2810,2590,4567,1902,2273,2933,5504,3742,1075,4310,3934,4166,726,959,3349,2354,2773,14622,4785
"TCGA-OV",2073,9638,13240,7112,1624,13669,4969,6770,3332,3407,7350,7760,16948,5555,1075,3831,4828,9361,1856,1455,7949,6150,3259,10202,16802
"TCGA-OV",3013,4969,8665,6042,905,6422,2059,4561,2379,2438,7986,5638,9130,2756,1730,3282,6053,8591,2933,2718,6197,3034,4703,19322,5721
"TCGA-OV",2062,2488,6558,2401,572,9650,2610,1358,1176,687,1867,1769,4174,1484,579,1287,2931,4894,2755,1268,2943,1710,2960,4716,2611
"TCGA-OV",2171,1479,5291,3905,1304,12457,5587,2227,1435,904,4029,1910,6794,1921,986,3387,3002,4753,1109,974,2447,2573,5873,6188,7705
"TCGA-OV",2098,2927,4177,2670,678,6979,2336,1958,1310,1276,4125,3186,6064,2527,1088,2436,2887,5045,734,1105,4829,1436,3475,10495,4174
"TCGA-OV",1816,2363,3067,2198,494,6199,3747,1718,968,1563,3104,2099,4830,1964,699,2319,2243,4384,948,747,2003,1943,2224,6556,2960
"TCGA-OV",4478,4226,8745,5219,1406,11532,5696,3707,4158,3628,6100,5293,7381,3569,1728,10379,3268,9449,1129,2422,8788,3597,5449,9516,6000
"TCGA-OV",2426,2733,6016,6216,579,5047,1497,3197,2109,1378,2372,2482,6907,2662,4660,3240,2755,3019,628,468,3918,2096,4948,6804,4300
"TCGA-OV",2909,3178,8652,5559,1264,8441,7555,3476,2783,2679,6041,4500,10130,4546,1619,4822,4016,6367,2670,2089,6776,3005,5370,10759,7054
"TCGA-OV",2923,4258,8471,3595,1003,8358,3494,4986,2767,2357,3814,7234,5991,2339,822,2651,3464,5239,1124,1218,4395,2919,4199,8277,4364
"TCGA-OV",1850,1538,4706,3110,1031,8967,1983,3204,1671,1194,5183,2430,7235,2195,754,1370,2033,4953,1299,1112,2721,2456,2568,5812,5713
"TCGA-OV",4471,6831,12528,6721,859,14963,5952,4750,6641,3051,6207,5677,13502,3743,2866,7258,7250,12480,1826,2139,7315,3644,6483,23890,7509
"TCGA-OV",864,3713,9075,3395,1075,4303,1745,1741,4110,1532,1688,2695,3479,2085,979,2470,2801,3891,1286,1201,5538,1816,1428,3492,4062
"TCGA-OV",1650,3054,6875,3749,741,6125,2029,4951,1118,671,2628,3114,8063,1523,537,3134,2288,3513,1372,1195,3536,1415,3126,4643,5748
"TCGA-OV",2400,6168,8209,7296,1861,6909,2417,4110,4931,3029,6490,7104,11129,3637,1158,4936,5286,9011,1806,1459,7477,3279,4873,10703,8491
"TCGA-OV",3662,7743,9706,4793,1544,11272,3840,2964,4917,5098,7276,5869,12748,4612,1964,4561,7301,7213,3049,2931,9983,2832,3827,11904,6847
"TCGA-OV",1052,1283,2878,1458,381,5066,1786,1223,1427,682,3601,1917,2733,1658,500,1305,2287,2559,673,774,3497,1066,1477,3533,2180
"TCGA-OV",4827,7573,6399,6899,1072,12954,6461,5034,4889,2402,3701,7262,10247,5863,1736,7914,5467,7530,1749,1505,4904,3311,4199,7954,7370
"TCGA-OV",3573,6337,5058,4397,971,11536,5793,4809,2097,4349,6826,5922,13012,1507,1383,3474,3685,6337,1226,1169,3302,3386,3988,6827,9841
"TCGA-OV",1517,2603,4376,2618,250,6332,1362,2984,3000,861,1427,3910,6947,2668,773,2179,2331,3768,1572,855,2483,1779,2305,5107,2982
"TCGA-OV",2265,1980,3898,3748,1002,7017,2628,2583,1783,1306,3351,3703,6763,1599,745,3133,2136,3728,884,749,1768,3192,2760,6875,3822
"TCGA-OV",1751,5000,6556,3482,1127,7858,2631,3083,3851,2609,5355,3921,6958,3376,1037,5991,5646,5474,1237,1118,5932,3817,3239,7497,6196
"TCGA-LUAD",1454,2445,9196,3164,606,5978,1931,3705,2021,948,3392,1960,4301,2572,851,1163,1713,3454,705,654,2186,1190,1979,7297,7456
"TCGA-LUAD",1543,3899,7493,2138,466,7392,2135,2095,1192,1049,2506,1662,5013,3673,1052,1230,2096,2715,1400,1029,3094,1182,1955,2533,5943
"TCGA-LUAD",404,367,1552,656,181,1391,766,510,532,169,704,594,911,860,159,411,492,892,295,297,960,344,561,1262,1221
"TCGA-LUAD",1307,3277,4345,3077,523,6742,1748,1916,1182,1387,2113,1482,3880,2770,877,1355,2995,3152,931,865,3653,1086,1968,3317,4346
"TCGA-LUAD",1976,1449,3510,2870,771,6303,2003,1281,1544,544,3371,1544,4935,4162,755,955,1920,1385,596,583,2536,2079,2448,5776,3957
"TCGA-LUAD",2078,2260,3760,2421,419,6798,2320,4153,1631,1279,2823,4308,5805,4351,1003,1745,2021,3182,1175,933,2761,1586,3313,5911,3840
"TCGA-LUAD",1007,1392,1609,1900,247,4455,1766,679,262,488,840,631,1236,493,331,432,979,1921,309,298,391,474,1353,5144,2116
"TCGA-LUAD",2043,2373,9034,3137,399,9234,2555,2607,1502,1092,3326,2142,6102,2678,971,1477,2139,4082,1167,652,2281,1959,2455,6246,8263
"TCGA-LUAD",1195,1660,2173,2032,364,4001,1958,1536,952,377,1307,1402,2145,1401,702,537,703,1649,562,512,1060,1177,1260,6345,2352
"TCGA-LUAD",1482,1254,3272,2326,393,5433,1793,5843,1422,739,1448,2030,3959,920,386,1489,1567,2655,705,492,1839,872,2819,6537,2555
"TCGA-LUAD",2079,1471,6693,2387,378,10609,3252,1690,486,952,1919,1379,5188,1318,721,952,1407,2799,851,595,1214,885,1755,2886,6301
"TCGA-LUAD",945,1274,1856,1360,270,5646,1439,999,609,272,995,880,1362,1056,475,783,758,2077,512,662,717,695,1776,1924,1209
"TCGA-LUAD",2678,3686,7713,3587,712,13736,3445,4555,1805,1392,3951,4710,8759,3741,1047,2373,3118,3903,1553,822,3084,1622,3237,8204,4018
"TCGA-LUAD",3941,5159,5399,3983,921,12194,4113,5054,2611,1333,5694,4079,10670,3513,1110,2620,5305,6177,1569,809,2968,2278,2673,7377,9432
"TCGA-LUAD",2462,4401,6727,3289,624,8909,2914,3000,2057,1417,2564,3423,7323,4114,1030,2057,3170,4786,1369,805,4400,1989,2864,5727,4727
"TCGA-LUAD",2514,5822,9054,3157,992,11051,3682,5180,1592,2139,4751,3484,6790,4253,1090,2031,3944,5200,1912,1277,3891,1915,2508,6618,9326
"TCGA-LUAD",1461,3387,8182,3598,613,6022,1422,2329,2015,602,3139,2355,6726,2760,1330,1787,1252,3684,1073,501,2836,3354,3610,8943,3896
"TCGA-LUAD",11521,3973,7793,2446,479,6128,2275,4720,2243,1650,3605,3817,8008,1960,1131,1313,2115,5468,1469,1376,3768,2249,3088,12749,7518
"TCGA-LUAD",1773,1615,2431,1529,150,5435,2418,1856,914,858,1983,1628,5618,1454,571,1190,1195,2254,792,503,1328,1064,1848,3419,2654
"TCGA-LUAD",2739,4552,11273,4931,835,20514,3912,5988,2629,3214,3945,5419,8115,9883,1897,2278,7104,4847,3060,1045,3982,2831,2991,7070,9033
"TCGA-LUAD",3781,4555,7491,6624,608,10061,4569,3723,2244,1783,5769,4792,15221,6513,1051,4692,2682,6594,1457,957,3063,6391,5974,13387,8951
"TCGA-LUAD",3616,5672,8815,4216,1492,14654,3135,4420,3127,2105,5908,4507,13170,4511,1185,3093,6814,6222,1089,880,3179,2242,5996,16512,7016
"TCGA-LUAD",6718,2447,4364,3524,1128,12374,7951,3366,2498,1292,4536,3297,7797,3570,886,1698,1704,7757,346,2447,4900,2573,4144,10549,6648
"TCGA-LUAD",2659,4825,9789,3771,780,12689,3307,4476,2614,2020,3949,4504,5910,3793,1725,2511,3057,5452,2524,1693,4362,1873,2457,5850,8344
"TCGA-LUAD",1199,1565,2068,1342,149,3653,1304,984,983,651,1487,1030,2796,1845,278,884,943,1534,479,323,1107,674,1518,2846,1306
"TCGA-LUAD",1363,1883,5445,2285,524,4575,2027,1938,568,965,1460,1106,3092,1279,353,1053,1824,2028,521,433,1512,1463,886,3020,2798
"TCGA-LUAD",847,1046,2415,1595,387,3902,1033,795,770,418,1941,1068,2379,1700,398,679,1048,1609,626,441,846,736,1276,3674,3034
"TCGA-LUAD",3292,5121,4387,3329,649,11032,3773,2979,2804,1427,3506,2371,9387,9400,1605,1312,3201,5208,1570,934,2818,1454,2973,12247,3248
"TCGA-LUAD",1514,2306,7826,3710,741,5688,2245,2968,1108,1446,2460,2301,4729,3749,1076,1785,2653,4916,809,1109,3345,1861,3031,4280,7238
"TCGA-LUAD",1766,2021,4643,1874,338,5587,2097,1964,867,687,1912,1541,3733,2515,616,2094,1459,2888,983,528,1915,973,1581,3541,5309
"TCGA-LUAD",2055,2366,3825,2603,673,6074,3839,2220,1518,762,2703,1705,6379,2648,763,1361,1853,4001,956,512,2199,1264,1774,5656,4903
"TCGA-LUAD",1709,2744,4236,3809,593,8525,3763,2167,2751,1045,2146,1657,3623,5369,564,1251,2797,2902,1104,895,3988,1477,1644,7810,7666
"TCGA-LUAD",1273,3840,9674,3426,619,7508,1361,2530,2803,1515,4347,1861,4982,2678,1452,1093,2932,4978,1949,1347,6706,1795,2902,7234,4018
"TCGA-LUAD",1117,2015,2767,1512,215,3321,985,1033,1043,639,967,1045,3148,1440,407,1063,1187,2233,694,485,1601,562,1328,3250,3361
"TCGA-LUAD",985,2372,1987,2185,315,4647,1368,1737,1110,785,1865,1743,3004,1703,610,1002,1368,2068,780,555,1348,1106,1213,3149,2337
"TCGA-LUAD",812,1297,3124,1411,357,4568,1438,1188,799,541,1657,912,2224,1621,438,1014,1281,1907,498,447,953,599,1300,3105,2432
"TCGA-LUAD",2395,3246,5517,2926,580,8178,3609,3991,1211,901,3775,2779,6512,3347,787,1802,2398,5691,1098,517,3227,987,1678,4189,5097
"TCGA-LUAD",2054,4082,5784,3393,906,7353,2346,4141,2333,1935,3959,4920,8881,4333,996,1454,2098,4761,1167,904,4583,2332,2411,9906,4206
"TCGA-LUAD",955,798,1872,1194,244,3861,1249,921,966,504,1188,855,1722,1984,522,740,819,1849,710,569,1314,816,936,2910,2154
"TCGA-LUAD",2276,4144,8210,6927,652,7162,4073,3994,3969,1455,3306,3020,11520,5167,1172,3009,4393,4945,3448,1308,4152,2274,3559,11044,5736
"TCGA-LUAD",3009,6836,11003,4231,756,11629,3944,13358,3158,2597,3402,7392,8051,3746,1355,2101,6230,4232,2575,897,5564,2452,4214,7702,3794
"TCGA-LUAD",2554,2460,9218,3318,699,9963,2993,4469,2112,2297,4364,2932,11952,4436,1077,2706,5777,5455,1121,848,3577,2351,2970,11079,5434
"TCGA-LUAD",2333,4647,11464,3664,1210,13093,2715,3553,3613,1477,5768,3864,12240,6936,1715,3315,2630,8314,1767,1705,4504,1641,2448,9018,6347
"TCGA-LUAD",2309,2752,7133,2607,594,9735,2151,2706,1781,1272,3414,2639,6610,3788,1045,2056,1624,4748,1272,930,3851,2153,2475,4908,7234
"TCGA-LUAD",940,2169,3111,1641,230,3740,981,1189,1110,668,1566,1057,4920,2248,499,1048,1504,2203,564,487,1961,535,872,2950,2083
"TCGA-LUAD",1343,2423,7447,1881,423,4015,2166,2156,1455,771,1869,1298,3672,1995,514,1053,1724,2752,800,342,1305,975,1511,3198,2533
"TCGA-LUAD",1370,3067,4297,2335,497,6577,1633,3443,1544,917,2841,2706,7033,2160,654,1430,2126,3614,1103,829,2905,1307,1784,3319,3369
"TCGA-LUAD",1481,3459,5031,2219,589,7052,1732,1759,2387,1295,2474,1893,5018,3189,893,1418,2267,4098,1502,961,3335,1061,1909,4368,4373
"TCGA-LUAD",1198,1344,2942,1984,285,4924,1790,1151,1142,562,1951,944,2792,1551,518,595,1176,1514,687,575,1581,866,1756,4779,2879
"TCGA-LUAD",1559,2891,4517,2260,460,5779,1635,4241,1726,1042,3186,3442,7432,3770,936,1534,2599,4174,1100,691,2734,1819,1930,6392,4125
"TCGA-LUAD",2384,2365,5648,3600,509,2946,3440,6943,1305,1122,4829,8930,5877,6435,701,2030,2387,3978,1771,333,310,2577,2154,9160,5430
"TCGA-LUAD",2642,3235,5388,3423,822,9160,3570,2585,2437,3551,4816,2679,5942,5580,1754,2489,3154,9311,957,716,2204,2671,2073,7555,11747
"TCGA-LUAD",803,1109,2004,737,273,3752,1190,1296,883,462,1194,998,2082,1253,298,710,862,1735,661,393,1187,458,922,2313,2234
"TCGA-LUAD",1361,1250,7164,1654,284,5886,1529,948,377,284,1279,1015,1302,1185,567,727,793,2057,627,354,828,633,1621,1937,2465
"TCGA-LUAD",1073,2220,3303,1584,260,3908,1195,1657,986,708,1195,1431,3154,1776,575,1104,1611,2504,889,608,2522,776,929,2034,3893
"TCGA-LUAD",2013,2991,5006,2794,418,7187,2598,2495,1965,1158,2123,1918,5696,3314,729,2146,2548,4211,1317,854,2631,1712,2723,4679,3907
"TCGA-LUAD",910,1066,2315,2192,564,4723,1513,1799,1013,655,2493,1106,1894,880,313,454,1296,1817,390,430,1161,1425,1884,4656,3591
"TCGA-LUAD",1919,1892,4377,2052,394,9195,2093,2813,1634,1321,2600,2205,6068,4388,790,1617,2512,2942,1437,682,2693,2050,1577,3998,4450
"TCGA-LUAD",1503,1920,6321,1494,810,6284,2195,7162,1619,1237,1942,2819,6550,2690,850,1766,3264,2882,1320,688,2823,1441,2017,4667,5181
"TCGA-LUAD",2015,2664,4816,2132,442,6224,2401,2241,2177,1703,2957,1809,4761,3233,775,2155,2430,3840,1605,995,3619,1777,2557,5515,4297
"TCGA-LUAD",2255,2414,3797,1835,458,8645,2602,2791,1606,622,2833,2767,4709,2738,778,1474,4164,3645,1131,704,1915,1818,1951,4939,3724
"TCGA-LUAD",1554,2415,3688,1763,536,7760,2036,2453,1434,936,1924,2302,3197,2968,690,1194,1857,1825,1001,729,1806,980,1736,3641,1946
"TCGA-LUAD",2245,2892,7846,3641,636,7572,2222,4091,2225,1386,3348,2799,5879,3517,952,1903,2032,5371,1649,1307,3778,1433,2175,5790,6902
"TCGA-LUAD",1590,4418,5493,2934,641,9952,2690,1956,2252,1929,3363,1800,6443,3033,1158,2033,4391,3540,1177,776,2730,1712,3465,6073,3350
"TCGA-LUAD",822,1278,2806,1955,292,3213,871,1145,787,693,1318,1040,2725,1188,509,601,1240,1466,450,370,1228,587,1210,2415,2092
"TCGA-LUAD",1122,1976,5066,1473,326,4144,1321,1173,1148,1046,1449,1264,4284,1810,772,1172,1637,3087,765,650,2023,857,1204,2775,4480
"TCGA-LUAD",1503,2438,5338,2131,826,7172,2078,2254,777,907,2347,2160,3867,1959,702,1580,1366,2836,675,393,2467,845,2239,2623,4349
"TCGA-LUAD",1820,2315,5753,1846,524,7118,2129,2542,1399,1437,2642,2955,5443,2268,982,1618,2503,3526,963,989,3340,824,1368,2627,6873
"TCGA-LUAD",3398,3960,5716,2238,672,12125,2973,3000,2615,1554,3989,2971,5821,5505,1560,1946,5136,3366,1653,1048,3224,2268,3297,7548,4987
"TCGA-LUAD",1928,2670,4446,2514,392,7207,1792,1991,1480,1291,1673,1759,4295,2038,664,1096,2005,2575,984,653,1701,1043,3114,6211,5287
"TCGA-LUAD",2611,5523,7188,6592,954,13930,2684,6126,2306,1592,3558,4426,9203,5124,1377,1759,3677,4372,1173,1050,3196,2721,3426,10241,7186
"TCGA-LUAD",1373,3083,4035,1999,350,5170,1382,1387,1591,876,2035,1738,3714,2204,615,960,1599,3058,1298,766,2048,812,1512,3521,3942
"TCGA-BRCA",3286,3140,5616,3114,587,7330,3628,1690,2156,1258,4230,2618,5930,4514,927,3853,3166,4340,3254,1478,3733,1977,1740,8083,4226
"TCGA-BRCA",3881,2634,5706,3307,980,12989,4851,4381,2657,1953,4154,5744,6147,7103,1105,2027,2305,4954,2397,1275,4060,2809,2573,9445,4968
"TCGA-BRCA",2988,2575,6604,2174,596,7545,4230,2525,1120,1220,3313,3723,5760,2588,1020,2185,2541,3264,1785,693,2789,3034,2007,5040,4542
"TCGA-BRCA",1881,2465,6902,2076,716,9685,3122,2462,1550,1372,3303,2291,5054,4583,977,1917,2131,4157,1458,1094,3151,2153,1985,7571,5066
"TCGA-BRCA",7763,4478,5872,6495,777,13535,8482,2611,2101,2468,6555,3313,5394,9159,1054,2936,6488,5406,1117,1458,4757,4228,3453,8672,9726
"TCGA-BRCA",2264,3556,5349,3682,395,10829,3123,4710,1736,2947,4395,4734,6890,3603,803,3778,3620,5554,1528,1251,4508,3121,2891,8683,6662
"TCGA-BRCA",3048,4348,8364,11059,1512,12969,10399,6095,4535,1457,7294,6208,17213,7268,1875,4413,5972,8612,1496,1670,5240,2714,2841,16235,4065
"TCGA-BRCA",2714,4126,5694,2767,741,8921,2448,2671,1705,2823,3526,2835,8877,6554,944,2228,3659,3394,1116,1030,2679,2611,3320,11135,5060
"TCGA-BRCA",2127,3232,7158,3020,851,9075,4148,2230,1821,1317,3056,2112,7877,3533,1119,1830,2302,4288,1718,1069,2897,2221,2265,6509,6639
"TCGA-BRCA",1410,1779,3251,1969,463,6465,2577,1448,1900,1092,3622,1107,5573,1429,593,1510,860,2137,1604,257,1665,1132,2092,5465,4583
"TCGA-BRCA",2572,2527,6004,2934,570,7247,2903,3850,2277,1451,2694,3685,6588,2933,706,1368,2036,4238,1081,777,2295,1696,3076,7342,6473
"TCGA-BRCA",974,1604,4876,2144,635,5909,2452,2074,771,911,3879,1407,4043,2124,453,1258,928,2114,802,348,1258,1250,1486,3765,6419
"TCGA-BRCA",2477,1800,10339,3773,773,13023,4132,1568,1692,2206,3400,11437,4821,4069,1128,1352,1214,4466,1896,1111,2690,1493,3757,8477,8622
"TCGA-BRCA",2323,4037,7355,4202,1019,11052,5053,3179,2143,1533,3605,3012,5055,3102,1216,2110,2305,4502,1306,674,3117,2156,3886,8446,4478
"TCGA-BRCA",2754,3464,7072,3281,478,9497,2736,2793,1904,1110,2670,3800,5374,3564,1088,1671,2195,5420,1785,1461,2618,1676,2559,7189,4897
"TCGA-BRCA",2284,3530,5775,3523,764,7201,2555,2602,2561,2361,3150,2370,7861,3411,1079,2399,3118,5392,1440,856,3161,2263,2752,6111,6886
"TCGA-BRCA",3332,2396,4253,2869,687,8486,4112,4629,1929,1829,3279,4828,6155,2542,589,2047,2998,2620,868,637,3454,2066,4249,6605,3423
"TCGA-BRCA",1994,3870,7052,2060,411,6257,2266,2838,2031,1226,2815,2623,6530,2726,756,3089,1928,4291,1449,996,3622,1258,1840,4784,5416
"TCGA-BRCA",1433,1764,3083,1894,528,5104,1643,1249,1031,764,1805,1196,4180,1544,428,1146,1242,2252,1086,533,1586,927,1466,3799,3943
"TCGA-BRCA",2416,2843,5273,2930,327,5380,2004,1302,2198,1265,2346,1475,6496,2178,590,1009,1301,3606,994,1514,1800,873,2873,4861,5393
"TCGA-BRCA",1819,2326,4134,3113,518,6784,2435,3293,1309,1269,2905,2631,5161,1909,1306,1648,2103,4365,1718,698,1413,2110,2199,6156,6551
"TCGA-BRCA",2190,2468,5581,2974,770,19791,2786,3236,853,1473,3741,2992,7166,4786,798,1903,3618,3992,1625,677,866,1985,2100,6818,2997
"TCGA-BRCA",1674,1724,8107,2665,544,10692,3094,2303,2645,2184,2797,2557,6630,5500,930,2439,2519,3975,1198,1494,3416,2463,1697,9421,6333
"TCGA-BRCA",4420,4087,11988,4114,1052,12248,4522,3845,3163,2228,4540,4799,7759,3935,1196,5330,3935,8644,2494,2113,4302,2741,4067,11814,6836
"TCGA-BRCA",2903,1618,12069,4638,1342,13572,5432,5386,2086,2652,2961,4707,9773,3781,651,4638,4057,6259,1178,903,4188,2796,4639,10776,6340
"TCGA-BRCA",2364,2191,5028,1746,422,5327,2603,1925,1601,1123,2782,1735,3991,2755,631,1513,2246,3793,1657,1284,3102,1510,1623,5855,5961
"TCGA-BRCA",2023,1935,8716,4671,2406,5650,2342,2358,2739,798,4443,2058,6073,2734,784,2603,2385,2427,556,785,3431,2647,3041,14272,6273
"TCGA-BRCA",2087,1867,7492,3136,633,4151,4666,1599,881,1208,4424,1380,4822,3324,834,2260,2122,3999,731,983,5752,2116,1153,8120,3538
"TCGA-BRCA",2634,5970,4333,2472,420,6968,3082,3004,2063,1840,3351,3413,8429,3727,588,2567,4015,5896,877,1913,4182,3814,2126,10326,8252
"TCGA-BRCA",3441,3519,9650,4008,1117,11054,5162,5351,2206,1413,4650,7616,12710,4686,1880,3210,4053,5286,1436,1238,4505,4455,2918,10637,6494
"TCGA-BRCA",2200,4143,13522,4789,1205,7389,2419,5266,2938,3644,3859,4162,7960,6698,1193,3139,2417,8994,1706,1625,5081,2601,4267,18939,11177
"TCGA-BRCA",3212,3420,7384,2656,810,11017,3836,5399,1862,1398,4017,4400,7491,4012,1263,2750,4231,5785,1587,1301,3507,2860,2885,11267,8183
"TCGA-BRCA",3030,2723,4427,3310,1003,10914,3757,4237,2437,1891,4126,4115,6262,3597,987,2624,2175,3925,1874,894,3224,2864,3480,6950,7206
"TCGA-BRCA",3656,2935,6024,3387,570,13266,3433,2700,1490,1411,3723,3505,5614,4032,884,3925,3250,4348,1566,1074,2645,3215,2655,7503,5596
"TCGA-BRCA",2803,2129,6989,3759,714,12236,4344,2286,1595,1857,3451,2108,8472,3381,1052,2274,2415,3522,1540,648,2685,2811,2316,6314,8185
"TCGA-BRCA",1926,2298,5914,3600,744,11923,2725,4652,2853,1639,3877,4618,7027,4847,1099,4084,2107,4344,1396,1456,4384,2696,3139,13210,5789
"TCGA-BRCA",2335,2246,4541,2348,629,7875,3363,1741,1408,1048,3110,1633,4559,3166,687,1722,2460,3516,1410,860,2234,4752,2306,7213,5362
"TCGA-BRCA",1956,3254,5667,1962,1217,6128,5221,3977,2833,1567,3506,2701,11444,3441,739,1696,1911,7632,1279,759,2247,3157,2978,8806,4157
"TCGA-BRCA",2721,2877,4063,2349,361,7830,3120,2510,2002,978,2449,2691,5587,2522,713,2329,2379,3920,1458,772,2904,2140,2469,7332,4620
